,text,retweetCount
6043,"RT @barbarindian: #demonetization #bulletin 
Severe liquidity crisis continues. Dire shortage of 500. Reconfigured ATMs useless bcoz - 2000…",45
6044,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6045,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
6046,RT @pGurus1: CPI-M opposes Co-op Banks in West Bengal but supports them in Kerala! Y Pawar U-turned on #Demonetization https://t.co/ThzaV7r…,29
6047,"Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
6048,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6049,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6050,RT @Ra_THORe: #IndiaFightsCorruption The honest feel vindicated by the historic move on #Demonetization : @arunjaitley ji @ BJP Parliamenta…,40
6051,"#BigBazar #MiniATM at all 260 stores across #India 
#demonetization https://t.co/EGjZnd3zh0",0
6052,"RT @myvotetoday: It has been a hot #wintersession till now in both the houses of #parliament over #demonetization debate.

Will PM #Modi co…",5
6053,"RT @sharmavaibhav20: Do u support #demonetization ?
#IndiraGandhi 
#assam 
#worldtoiletday 
#ConfusedModiSarkar
#oppositionXposed 
#JioAtYo…",6
6054,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
6055,Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
6056,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6057,RT @CMOMaharashtra: .@ArshadWarsi thanks Hon PM @narendramodi for the decision on #demonetization and #BlackMoney https://t.co/9AwGwJAc5w,381
6058,RT @Ra_THORe: #Demonetization #IndiaFightsCorruption Immense courage needed to take such a momentous decision @arunjaitley @narendramodi @P…,43
6059,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
6060,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6061,3. This despite the colossal cluster-fuck due to BJP's unplanned #Demonetization is something not even worth spitting on.,0
6062,RT @godavar: Strange that while everyone from the PM down is touting #demonetization  and #digitization my own digital experience is going…,2
6063,"It has been a hot #wintersession till now in both the houses of #parliament over #demonetization debate.

Will PM… https://t.co/ziyIkNCm8X",5
6064,The classical example of Echo Chamber is this feedback which our honorable PM has asked for his #demonetization... https://t.co/MluCuwGnuv,0
6065,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6066,"BJP haa passed litmus test as it has performed well in Bypolls, therby watering down the dreams of #Khangress &amp; #Aaptards #Demonetization",0
6067,RT @quizderek: More questions.No answers. #demonetization https://t.co/7RF51v313n,12
6068,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6069,RT @allstartupsin: How #startups &amp; #SMEs are impacted by #demonetization: #survey LocalCircles rsardana sangwan_sujata BabuBeg… https://t.c…,3
6070,@csbhakuni @SPRE_Official especially in the current situation of #demonetization,1
6071,"RT @vikramreuters: India #demonetization &amp; markets: net foreign outflow $3B (stocks+bonds) since Nov 8, Nifty -6%, MSCI India 2017 EPS cut…",6
6072,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6073,"RT @NewDelhiTimesIN: Is the #demonetization of <U+20B9>1000 &amp; <U+20B9>500 notes good for India? 

@AmitShah @OfficeOfRG @PMOIndia @BJP4India",368
6074,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6075,"It's not important to download PayTm for everything haha, you can transact specifically from the sites too. #Demonetization #Gyaan",0
6076,#DeMonetization effect: Govt extends parking fee waiver at airports till Nov 28th<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C> https://t.co/Ceu8E0axHF,0
6077,"RT @DipendraDipzo: #Demonetization effect 
As said earlier - Mass surrender of Naxals and Maoists are coming -
More to come
#NoMoneyYaar ht…",33
6078,"RT @DipendraDipzo: #Demonetization effect 
Here comes another batch of Maoists..
Keep on watching - More to come
#NoMoneyYaar https://t.co/…",43
6079,"RT @DipendraDipzo: #Demonetization effect 
As said earlier - Mass surrender of Naxals and Maoists are coming -
More to come
#NoMoneyYaar ht…",33
6080,RT @CMOMaharashtra: Watch what @sonunigam thinks about #demonetization .. https://t.co/vXt09c64zY,428
6081,NRIs can get all your banking and #DeMonetization queries answered here!  https://t.co/hI9zfrjRtz https://t.co/xGGWxFIeru,0
6082,"RT @godavar: So, a story that tells you the flipside of the digital revolution @Paytm and #Demonetization are busy celebrating. My phone go…",10
6083,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6084,Reqst you waive off credit&amp;debit card transction chrges of 2%. @RBI @narendramodi @PMOIndia @arunjaitley #demonetization #BlackMoney #India,0
6085,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
6086,RT @swatisam: #demonetization #CITIBANK Sets new limits of inefficiency. Handling only 15 customers per hour at the Nehru Pl. branch,2
6087,"RT @vikramreuters: India #demonetization &amp; markets: net foreign outflow $3B (stocks+bonds) since Nov 8, Nifty -6%, MSCI India 2017 EPS cut…",6
6088,For  rubbish WhatsApp messages and claiming that Modi's #demonetization  move is being hailed by the entire world… https://t.co/43ae6OZe1n,0
6089,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6090,@ArvindKejriwal @OfficeOfRG @MamataOfficial ne pics of ur party workers helping poor n ordinary pple standing in long qs ? #demonetization,0
6091,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6092,RT @godavar: Strange that while everyone from the PM down is touting #demonetization  and #digitization my own digital experience is going…,2
6093,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6094,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6095,"#Toon-Cheating hai ji
(#Modi #BJP #India #ModiFightsCorruption #demonetization #BlackMoney #noteban #NoteBandi… https://t.co/sJJ5mjBjtS",1
6096,Strange that while everyone from the PM down is touting #demonetization  and #digitization my own digital experience is going off the rails!,2
6097,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6098,2dy my classmate gave me change of old 500<U+20B9> to 100<U+20B9> notes. Krare notes!!<ed><U+00A0><U+00BD><ed><U+00B8><U+0084> Wow! 100khrch kr diye!Aj se pkka dost wo… https://t.co/EUEmqmB9PE,0
6099,"RT @ShirishKunder: 500 Crore wedding of Janardhan Reddy &amp; 11 Million views of #Kriti are the only two not affected by #demonetization.
http…",237
6100,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6101,"RT @PIB_India: Key info-graphics related to #demonetization so far, in one place, courtesy various sources.. https://t.co/Tj169Rssjt",272
6102,LonerTwiner: https://t.co/kXhcXTiQLl world will see #demonetization as big initiative &amp; Indians as change India was looking for long time …,0
6103,"RT @ShirishKunder: ""Minor inconvenience"" for ""major convenience"" of Vijay Mallya and friends. #demonetization https://t.co/4RMD7Fpfaw",520
6104,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6105,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6106,"RT @justtneeraj: Thousands of farmers took out a protest rally in Surat against #demonetization.
<U+0915><U+0939><U+0940><U+0902> <U+092F><U+0947> <U+092D><U+093E><U+0921><U+093C><U+0947> <U+0915><U+0947> <U+0924><U+094B> <U+0928><U+0939><U+0940><U+0902>!
#AcheDin https:/…",187
6107,https://t.co/Fa1k8RCOQb world will see #demonetization as big initiative &amp; Indians as change India was looking for long time #LionHeartPM,0
6108,RT @jairajp: One cartoon that explains everything that’s happening in #DeMonetization… Missed Target; Bad Execution; Severe Collateral Dama…,5
6109,RT @kanimozhi: India will get windfall profit of whooping 4 Lakh crores in 30 days due to #demonetization Why people like AK Pappu &amp; Mamata…,105
6110,Airtel DTH has changed  every channel's number without enough prior notice !! This is more painful than  #demonetization 's side effects.,0
6111,"Narendra Modi may get casted in ""Rudaali Returns"" #Demonetization",0
6112,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6113,"#Toon -Cheating hai ji!!
(#Modi #BJP #India #ModiFightsCorruption #demonetization #BlackMoney #noteban ) Link- https://t.co/TdL0KvpwCc",0
6114,RT @Raheelk: Riding the #Demonetization wave to growth hacking at the @Paytm HQ https://t.co/GdWWNAYilh Hats off @vijayshekhar &amp; team. What…,41
6115,"@RealHistoryPic Very sad, people are getting beaten like cattle! We are told that it is all for the good of the country!! #demonetization",3
6116,"RT @vikramreuters: India #demonetization &amp; markets: net foreign outflow $3B (stocks+bonds) since Nov 8, Nifty -6%, MSCI India 2017 EPS cut…",6
6117,"RT @ABCYoutubeCh: Are the common people happy with #demonetization?

Subscribe https://t.co/lSptmjbdsp &amp; watch it on #OnPoint tomorrow, 21N…",21
6118,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6119,"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",27
6120,"RT @FrustIndian: Since #Demonetization was announced, i have been living like i used to when i was doing engineering.
Haven't taken any not…",11
6121,"Feeling the heat of #demonetization but can't resist from Dance Classes, no issue . We are here again to let you... https://t.co/m2OFHZPbgm",0
6122,"RT @dna: #Demonetization: Paan shop owner gets 'fake' Rs 2,000 note in Ahmedabad https://t.co/ePVcU2T38F",24
6123,"RT @vikramreuters: India #demonetization &amp; markets: net foreign outflow $3B (stocks+bonds) since Nov 8, Nifty -6%, MSCI India 2017 EPS cut…",6
6124,RT @AmitHPanchal: This #Delhi Based #Startup @BookMyChotu Is Offering Paid Manpower To Stand In ATM Queues. #Demonetization #ATMWithCash ht…,24
6125,RT @SAURAVK09644570: #MigrantWorkers under immense pressure. Effect of #Demonetization Not a single news of #BigCorporates in distress. @PM…,6
6126,"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",27
6127,"RT @vikramreuters: India #demonetization &amp; markets: net foreign outflow $3B (stocks+bonds) since Nov 8, Nifty -6%, MSCI India 2017 EPS cut…",6
6128,"@narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and executed properly??",27
6129,"India #demonetization &amp; markets: net foreign outflow $3B (stocks+bonds) since Nov 8, Nifty -6%, MSCI India 2017 EPS… https://t.co/XK00ygyCBc",6
6130,One cartoon that explains everything that’s happening in #DeMonetization… Missed Target; Bad Execution; Severe Coll… https://t.co/j4WB4aJo3l,5
6131,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
6132,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6133,#Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black money: PM Narendra Modi,0
6134,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6135,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
6136,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
6137,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
6138,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
6139,"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…",960
6140,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
